TIC,latitude,longitude,Tmag,GAIAmag,Vmag,Jmag,Kmag,Teff,logg,MH,lumclass,rad,e_rad,mass,numcont,contratio,pmRA,pmDEC,Sectors,Epoch,Period,Duration,Depth,Depth,Tmag,Delta Tmag
29918916,-7.280904542,24.74026651,10.9495,11.4227,11.638,10.278,9.88,5574,3.95071,,DWARF,1.73496,0.0868694,0.98,20,0.000484803,-0.429202,-17.3197,3,2458384.725,6.86512,3.669,5090,,10.7598,5.733205544
29960109,-14.53784179,42.24929047,11.2003,12.385,12.659,9.733,8.875,3450,4.7842,,DWARF,0.446984,0.0133087,0.443322,30,1.14240158,174.42,45.4142,1,2458326.071,0.913781,1.213647,6240,,12.5093,5.512038526
29960110,-14.53748424,42.24697018,10.9473,12.0966,12.26,9.528,8.646,3506,4.75286,,DWARF,0.482388,0.0146884,0.480382,30,0.72401017,164.059,46.6256,8,2458518.7,2.42232,2.873,5696.52,,10.251,5.610975934
30037565,-70.3793108,73.54136046,9.597,9.97525,10.048,9.126,8.786,5914,4.0855,-0.2,DWARF,1.55953,0.0669347,1.08,3549,0.054787226,43.445,46.9832,7,2458493.358,4.06269,4.299,4210,,11.2295,5.93929476
30122649,-44.28852333,133.7482777,10.0659,10.6033,10.729,9.337,8.806,5154,4.53609,,DWARF,0.833198,0.0491985,0.87,306,0.036799725,45.2267,-24.8709,15,2458711.747,8.157668,3.956377,9648.527344,,10.1495,5.03884742
30312676,-66.39033353,74.28676846,11.3029,11.3453,11.491,11.104,10.973,,,,,,,,,,1.8576,-0.0309114,1,2458326.506,2.184659,2.869426,11836.69141,,9.4995,4.816924186
30329585,31.32376929,289.2387368,10.2026,10.5897,10.645,9.61,9.314,6229,4.30761,,DWARF,1.27456,0.0564271,1.203,1024,0.156907618,-9.77504,-45.4092,6,2458470.576,2.326811,1.669099,8583.056641,,12.6785,5.165895054
30828562,-43.45288213,134.7185158,8.1327,8.25267,8.29,7.88,7.79,8431,4.18978,,DWARF,1.92406,0.0554774,2.09,141,0.000383719,-29.4875,20.1164,19,2458498.634,13.952,4.49,3320,,10.3979,6.197154791
30853470,-66.65515725,75.91542939,11.3042,12.0081,12.322,10.326,9.602,4662,4.62574,,DWARF,0.693074,0.0804573,0.74,2998,0.105200253,45.2626,54.4063,14,2458688.691,13.03351,3.034,2235.610107,,9.6043,6.626509839
31268146,-70.92013136,88.07146961,10.1302,10.5144,10.695,9.63,9.287,6012.38,4.14534,0.109784,DWARF,1.47579,0.073995,1.11,4333,0.088513024,-11.765,-40.9198,14_15,2458683.415,1.26143,1.143229,2849.856201,,Loading...,6.362942633
31374837,-26.72451897,83.26916921,8.1705,8.79171,9.12,7.305,6.723,4891,4.61853,0.02,DWARF,0.726632,0.042995,0.8,70,0.00085054,16.8043,150.766,1_2_4_5_7_8_9_10_11_12,2458328.036,4.45319,1.91,6210,,11.6349,5.517271
31553893,-31.79074316,288.9117556,9.3781,9.86683,10.09,8.706,8.312,5846,3.38835,,DWARF,3.44756,0.174417,1.06,862,0.04969625,3.22603,-16.323,4_5,2458411.729,3.611175,3.518394,5593.619141,,10.5831,5.630767768
31852980,-70.39958377,52.54054618,9.8542,10.3132,10.55,9.219,8.809,,,,,,,,,,,,15_16,2458711.902,0.867492,1.217543,479.153015,,11.0906,8.298814437
31858843,-32.8599875,289.4792984,10.4293,10.8999,11.03,9.799,9.362,5737,4.27589,,DWARF,1.22026,0.0644121,1.025,716,0.061143942,-16.7781,-31.803,17,2458764.856,5.14124,5.405,3710,,9.7116,6.076565226
31858844,-32.86132711,289.4785411,15.7114,16.5551,17.1348,11.236,10.707,,,,,,,,,,,,14,2458684.802,1.721151,2.015648,12390.85645,,13.8046,4.767246686
32090583,-68.73945051,58.42034938,13.3292,14.6601,16.445,11.675,10.826,3249,4.94322,,DWARF,0.284538,0.0085297,0.259077,59,0.155151337,139.087,190.94,14_15,2458687.598,16.947643,7.570903,11700.79102,,8.8523,4.829461943
32283946,-31.67080489,24.1726405,11.7582,12.1853,12.476,11.127,10.744,5862,4.12415,,DWARF,1.47779,0.0754171,1.06,32,0.000529497,16.0421,2.21748,14,2458694.079,11.19602,4.265,2814.399902,,8.63287,6.376535483
32497972,-24.24385643,84.10884938,11.534,12.4882,13.175,10.334,9.508,3882,4.64805,,DWARF,0.603739,0.0180584,0.591129,86,0.003609104,102.724,-136.427,4_5,2458419.37,11.927552,2.861557,730.158386,,10.0614,7.841457306
32499655,-27.97257687,84.3267664,13.5452,14.1595,14.397,12.699,12.188,4840,4.44112,,DWARF,0.885702,,0.79,,,-2.15966,0.255217,16,2458741.732,6.16027,0.359,2130,,10.3126,6.679050991
32830028,-24.84221798,86.75217021,14.2321,15.6092,17.6,12.431,11.568,3177,4.91844,,DWARF,0.306648,0.00935399,0.284217,103,0.032161757,2.4483,-98.5364,22,2458909.547,15.145469,2.583015,5581.071379,,12.6196,5.633206058
33091633,-4.812169597,104.8759471,10.2763,10.6562,10.563,9.692,9.44,7773,,,DWARF,1.96864,,,478,0.169336379,-4,0.2,14_15,2458683.445,1.48112,3.853192,7181.553711,,7.58204,5.359453968
33153766,-45.42620912,144.7737501,8.5234,8.9782,9.12,7.922,7.524,5929,3.50138,,DWARF,3.05531,0.142248,1.08,971,0.161568835,-19.613,5.57582,24,2458964.129,11.190049,2.974151,567.798994,,8.5049,8.114513453
33521996,-19.03165848,88.14681939,13.3383,14.3601,15.044,12.046,11.224,3749,4.65391,,DWARF,0.596801,0.0179141,0.585471,132,0.05603736,-2.53255,7.34877,14,2458687.796,7.85694,5.935,19580.40039,,10.3018,4.270446079
33595516,-29.42179754,28.71543321,11.5485,12.0645,11.981,10.832,10.418,5311,4.46874,,DWARF,0.922861,0.0538191,0.914,21,0.00080961,73.3149,20.6638,7_8,2458502.788,11.09743,1.697,3750,,10.0465,6.064921831
33690636,-16.79193255,93.12235197,11.0427,11.7496,12.088,10.003,9.295,4462,4.34359,,DWARF,0.932128,0.0762964,0.699,184,0.048064493,-11.7675,-25.5648,17,2458766.359,6.375556,2.784942,2638.408447,,7.1145,6.446644928
33692729,-14.65001724,93.05819734,8.7615,9.27468,9.49,8.056,7.587,5283,4.39253,,DWARF,1.00528,0.0565427,0.91,207,0.024697784,-79.2622,162.701,7,2458492.267,2.38933,4.832,660,,10.5224,7.951140161
33831980,-76.09769327,63.41682489,11.9763,12.7854,13.268,10.853,10.048,4129,4.65008,,DWARF,0.631609,0.0584171,0.65,92,0.004203091,-42.7317,-74.262,4_5,2458417.604,17.96347,3.895213,1286.12854,,9.0567,7.226789061
33878688,-73.33334532,66.22227968,11.1762,11.7235,12.408,10.414,9.855,5168.33,4.61,-0.168765,DWARF,0.769618,0.0459347,0.88,210,0.216007218,-21.3881,-39.6679,2_3,2458363.146,10.36652,2.411,13080,,13.2806,4.70848064
33911302,-23.9979263,355.8449164,13.3302,13.9595,14.357,12.453,11.788,4775,4.37887,,DWARF,0.939382,,0.77,,,15.4831,-22.3448,2,2458358.92,8.159165,4.437074,15535.47461,,9.1468,4.521688686
34068865,-45.77650711,146.1243194,8.03194,9.15159,10.153,6.632,5.78,3536,4.77463,,DWARF,0.457751,0.0135803,0.454797,1084,0.137458175,-462.549,-582.814,14_15,2458689.349,8.87634,4.444,1560,,9.76577,7.017188504
34077285,-13.98743702,94.16446909,9.2563,9.83708,10.104,8.463,7.954,4935,4.52211,,DWARF,0.816999,0.0517714,0.81,236,0.155557737,0.962399,23.2374,5,2458438.299,1.17409,1.701,3680,,9.1414,6.085380453
35009898,-5.546398821,164.7241219,12.2255,13.4339,14.54,10.744,9.918,3424,4.80125,,DWARF,0.427953,0.0127854,0.422643,45,0.021651888,99.1738,-266.107,17,2458764.891,2.879303,2.786377,12364.56348,,12.0401,4.769553029
35516889,-45.65918222,148.4169854,11.6044,12.1088,12.248,10.911,10.481,5503,4.40081,0.21,DWARF,1.02805,0.0486734,0.97,885,0.130085319,-35.4074,17.2878,7_8,2458496.175,10.4,3.709,1500,,10.1985,7.059771852
35582553,-13.52728802,102.2226974,10.0461,10.3625,10.39,9.641,9.332,6779,3.82849,,DWARF,2.43259,0.112802,1.454,573,0.015456663,-6.24262,4.38213,14_15_16,2458683.711,0.381484,0.875318,611.026184,,11.598,8.034850447
35857242,-0.463976852,41.63911135,11.3161,11.6873,11.796,10.782,10.494,6336,4.22943,,DWARF,1.42158,0.0690252,1.25,38,0.008126996,11.247,-34.4637,24,2458958.08,4.810229,7.125067,7555.768872,,9.63331,5.304303339
36352297,-3.102141784,102.0798851,13.0501,13.457,13.623,12.462,12.149,6355.07,4.31708,0.0656466,DWARF,1.29027,,1.26,,,-6.01462,0.54713,2,2458354.552,0.980981,0.743316,7028.41748,,9.9005,5.382856125
36440357,-0.672769311,102.194639,13.1573,13.5613,13.652,12.619,12.288,6240,4.42032,,DWARF,1.12271,,1.21,,,-3.65873,-3.89765,14_15,2458686.842,3.61326,4.045,11410,,10.4219,4.856785889
36724087,-11.71673377,154.6464046,10.5848,11.8465,13.14,9.007,8.204,3331,4.85074,,DWARF,0.374139,0.0111845,0.362023,63,1.24747908,-341.409,-247.87,1,2458336.14,14.775056,5.449073,14107.16992,,9.9358,4.626400256
36734222,-9.80627864,154.9083706,11.1184,11.907,12.305,9.995,9.267,4124,4.49204,,DWARF,0.757649,0.0747613,0.65,46,0.00666369,-42.0435,-38.1925,7,2458491.877,1.265223,1.240773,139604.1563,,14.4347,2.137754129
37084932,-3.54482967,98.1237721,9.5254,9.56393,9.549,9.365,9.304,9839,3.9048,,DWARF,2.92734,0.134073,2.51,485,0.162045836,-0.023517,-2.47615,1,2458327.291,8.1952,2.309555,946.435791,,9.9762,7.559772111
37168957,-0.031590453,98.1724071,14.2465,14.8009,14.868,13.441,13.014,5525,4.48412,,DWARF,0.934028,,0.97,,,2.33468,-3.2603,14_15_16_17_18_19,2458690.049,6.98301,3.472,270,,8.2285,8.92159059
37575651,-28.3245796,135.3404876,8.2866,8.29812,8.31,8.18,8.172,,,,DWARF,,,,,,-0.4,-2.2,15_16_17_18_19,2458713.431,4.265874,0.747463,2478.340269,,12.4251,6.514597666
37718056,-10.97641611,4.14633883,11.7083,12.0911,12.044,11.178,10.881,6239,4.14926,,DWARF,1.53389,0.0791985,1.21,30,0.003924512,1.82689,-1.50373,2,2458357.306,4.937712,2.196239,917.152893,,9.3258,7.593895649
37749396,-9.964852623,4.773177811,8.4991,9.3124,9.9,7.376,6.549,4049,4.65519,,DWARF,0.618173,0.0598643,0.63,35,0.000244453,-36.5927,-301.435,18,2458790.98,1.849754,2.145234,6568.293945,,9.8203,5.45636855
37770169,-25.03112256,94.00965475,10.6995,11.2461,11.171,9.945,9.422,5122,4.52401,,DWARF,0.840971,0.0507437,0.862,174,0.07120208,52.5145,-67.0199,14_15_17_18_19,2458684.404,2.10324,4.042,6730,,10.079,5.429962339
38460940,-62.98722491,61.13321966,13.1018,14.3472,15.634,11.576,10.838,3366,4.94721,,DWARF,0.281129,0.00856972,0.25524,47,0.002130997,272.141,-442.905,20,2458683.919,1.64533,2.649,19250,,12.2856,4.288923165
38509907,-62.85137093,62.37839537,11.9755,12.7905,13.31,10.761,9.967,4082,,,,,,,,,124.306,166.091,18,2458797.127,8.857783,2.74636,102946.6328,,13.4447,2.468469635
38510224,-61.94246153,62.51607883,11.7481,12.4684,12.829,10.777,10.001,4356,4.60376,,DWARF,0.681407,0.078794,0.68,59,0.037112046,5.70224,-47.9547,14_15_17_18_19_20_21_22_23,2458686.891,41.752412,5.046576,958.897749,,11.316,7.545569252
38541473,-10.97337739,56.30457233,10.7706,11.1671,11.188,10.25,9.891,6053.05,4.11771,-0.232902,DWARF,1.53715,0.0856533,1.13,30,0.01966464,17.9105,-17.6785,6_7,2458471.25,4.15323,1.999,20575.8,,11.3187,4.216608175
38571020,-64.34757135,63.19914437,10.1805,10.5582,10.655,9.674,9.322,6008.62,4.25807,-0.159903,DWARF,1.29617,0.0551382,1.11,61,0.089655556,24.2146,-54.199,23,2458703.478,27.64304,5.195,380,,9.98671,8.550541008
38603673,-61.39210265,64.41495086,9.5473,9.83389,9.863,9.168,8.894,6559.17,3.93344,-0.276187,DWARF,2.08489,0.0865123,1.36,60,0.002393065,10.2121,21.5825,14_15_16_17_18,2458683.687,1.121917,0.952174,5908.365723,,12.0623,5.571331575
38686737,-10.614066,57.86567851,12.6038,12.9304,13.089,12.092,11.828,6689,4.34978,,DWARF,1.31913,0.0656407,1.42,35,0.006961814,-3.35631,-2.79769,23,2458685.504,4.67558,2.088,680,,9.89947,7.918727718
38696105,-60.12997653,66.1363122,10.5041,10.8897,11.158,10.005,9.68,6002.18,4.11953,0.257514,DWARF,1.52031,0.063402,1.11,53,0.014681602,-7.00245,10.4005,6,2458473.382,9.246063,2.410783,13678.66602,,13.8786,4.659890635
38846515,-64.02703688,68.95970924,10.3157,10.6151,10.798,9.928,9.669,6733,4.09825,,DWARF,1.77457,0.0795,1.44,87,0.06877991,10.8454,-0.49937,20,2458843.38,1.12355,1.611,1020,,10.8219,7.478499571
39699648,46.67260091,136.778074,8.4594,8.85184,8.99,7.904,7.622,6023,4.23995,,DWARF,1.32944,0.0616834,1.12,42,0.004424434,-68.5423,-40.8379,15,2458715.659,14.304155,3.254806,44910.70313,,11.463,3.369125364
39903405,41.04808585,245.1514913,8.27468,8.59842,8.72,7.796,7.603,6412.83,4.08576,0.0535135,DWARF,1.70392,0.0666407,1.29,68,0.000306039,-10.312,-29.1976,6,2458468.352,0.309543,1.151041,307.63266,,10.5958,8.779918898
40083958,-10.46848611,7.387253493,10.9994,11.493,11.309,10.278,9.837,5485,4.64306,,DWARF,0.774225,0.0421483,0.961,32,0.01859934,134.694,48.1376,7_9,2458493.512,3.57491,2.576,500,,9.1355,8.252574989
41173048,-69.36041719,91.22454889,9.2225,9.90384,10.238,8.236,7.481,4590,,-0.32,GIANT,8.30059,,,,,8.24603,22.0492,17_18,2458765.127,1.62315,1.438,2470,,10.2936,6.518257617
41227743,-69.420275,91.519877,10.714,,11.42,10.226,9.873,,,,DWARF,,,,,,-6.6,15.6,20,2458689.142,13.70535,5.362,9310,,12.9935,5.077625798
41330864,38.43103919,301.7104189,10.381,10.7723,11.018,9.822,9.517,6220,4.16722,,DWARF,1.49567,0.0701181,1.199,2850,0.226780862,8.65687,-3.67021,18,2458791.53,0.98999,2.05,420,,9.10226,8.441876774
41865539,-39.94781306,21.32232559,12.3571,12.7763,12.979,11.736,11.354,6222.07,4.5306,-0.28,DWARF,0.984744,0.0477588,1.2,33,0.00440921,-13.5006,-13.6736,21,2458871.63,3.212214,2.851678,13898.59785,,9.007,4.642572528
42015200,-39.14255651,24.21597634,11.6818,12.3714,12.85,10.582,9.906,4513,,,GIANT,2.86583,,,,,21.6761,-6.17738,5_6_7_8,2458439.507,5.544267,2.475099,515.18634,,10.5868,8.220089152
42054565,-36.41365899,24.16868686,9.9955,10.4782,10.615,9.349,8.895,5456,4.62862,,DWARF,0.782681,0.0388894,0.95,38,0.007006663,-55.9234,-81.7786,20,2458716.124,6.54417,3.831,6500,,11.9742,5.467716608
42123111,38.24522889,302.220067,9.5526,9.64729,9.663,9.265,9.247,11348,,,GIANT,6.37474,,,,,0.380949,-1.82618,14_15_16,2458687.587,9.812407,4.642612,992.089661,,10.6074,7.508622691
42755801,-4.780081928,96.79395621,9.1672,9.21327,9.114,8.932,8.815,9900,3.67503,,DWARF,3.82895,0.559158,2.53,412,0.032074254,-5.23685,-4.10846,1_2_3_4_5,2458327.418,3.81426,1.465153,475.813202,,10.1428,8.30640878
42821097,-0.170703432,97.03357762,13.1861,13.7831,14.135,12.324,11.837,5758,4.02148,,DWARF,1.6395,,1.03,,,4.79937,-6.01337,10_11,2458572.112,3.795304,2.312993,321.974854,,8.6522,8.730445113
43064903,40.66899793,302.6674623,12.5405,13.9232,15.48,10.795,9.941,3145,5.04431,,DWARF,0.211257,0.00620513,0.180245,1656,0.325131834,294.477,-86.0183,12,2458628.351,3.739489,2.00623,16253.29004,,10.5721,4.472646786
43647325,-6.229826703,76.08180172,10.4408,10.8531,10.939,9.887,9.525,6072,4.41206,-0.05,DWARF,1.09774,0.0531332,1.135,67,0.015203694,20.6638,10.8219,7,2458496.168,4.79586,2.132,26891.09961,,10.6596,3.925978596
44631965,35.86481371,22.23622505,11.3805,11.7911,11.953,10.814,10.481,6046,4.26929,,DWARF,1.28529,0.0787688,1.12,80,0.006109906,31.7442,9.32694,19,2458817.389,1.407977,0.277201,755598.2659,,16.338,0.304272619
44647437,-25.18997696,59.41050142,12.9383,13.7695,14.338,11.746,10.945,4040,4.58297,,DWARF,0.672832,0.0658292,0.632,36,0.000122689,15.3042,9.06148,17,2458764.844,1.76589,3.807,730,,10.2866,7.84169285
44737596,-25.40891384,60.94933059,13.8231,14.9033,15.689,12.481,11.584,3640,4.66214,,DWARF,0.587106,0.0175241,0.577439,29,0.0000259,12.8716,-1.75264,11,2458601.58,5.322154,3.887594,6558.436035,,9.47199,5.457999282
44745077,-25.09373841,61.63993326,13.0734,14.2292,15.271,11.651,10.806,3505,4.83353,,DWARF,0.392552,0.0116795,0.383047,42,0.022030084,-88.7877,-87.9938,2_3_4_5_6,2458363.044,16.155373,1.556705,71225.72656,,13.4004,2.86840778
44745133,-25.34970998,61.65778149,12.5757,13.0682,13.352,11.875,11.478,5549,4.00193,,DWARF,1.63561,0.0819824,0.98,38,0.2689653,3.99742,9.89154,20,2458843.373,1.33418,1.115,2470,,10.9263,6.518257617
44792534,-25.2086753,61.94108623,9.77919,10.2321,10.343,9.18,8.779,5756,3.87852,,DWARF,1.93283,0.095598,1.03,31,0.014248638,-5.78682,-29.6227,2,2458356.031,3.78192,2.041,15390,,12.3611,4.53190345
44797824,-26.02197664,62.45451203,9.7976,10.2962,10.559,9.165,8.604,5446,4.25856,,DWARF,1.19844,0.0637688,0.95,31,0.00000118,-33.684,-26.6101,4,2458326.413,1.30926,2.76,112.120003,,9.2927,9.875792248
46096489,-20.27551173,214.683011,10.6481,11.1247,11.288,9.984,9.589,5717.37,4.38737,0.127692,DWARF,1.07065,0.0530276,1.02,74,0.003280443,-0.0398218,17.2567,1_2_3_4_5_6_8_9_10_11_12_13,2458328.94,5.12863,1.858,850,,11.2559,7.676452686
47384844,-5.788657482,162.9649781,8.72924,9.10646,9.19,8.17,7.834,6203,4.23379,,DWARF,1.38126,0.0658191,1.192,37,0.001193755,-15.7867,-11.8489,7,2458492.695,1.54104,1.686,30644.80078,,10.649,3.784107994
47423120,-24.83859731,342.0675012,11.014,11.4761,11.443,10.354,9.97,5644,4.56922,,DWARF,0.859855,0.0436005,1,52,0.002841842,9.59203,-20.2707,2,2458360.88,8.30985,2.252,45266.80078,,11.7628,3.360550495
47425697,-24.95924478,342.2561049,10.4913,10.8856,10.92,9.967,9.686,6219.7,,0.12,DWARF,1.33236,,,46,0.008157291,13.7,-11.7,17_18,2458765.476,1.35932,2.831,2840,,9.74734,6.36670415
47617161,-33.82613339,220.4268003,10.7565,11.2419,11.388,10.072,9.66,,,,,,,,,,,,17_18,2458772.167,9.93856,3.92,7390,,9.716,5.328388904
47911178,-23.4861936,98.35111367,9.79059,10.138,10.336,9.334,9.075,6386,4.28645,,DWARF,1.34556,0.0625502,1.277,335,0.034014158,-2.56929,24.9917,15_17_18_19,2458733.629,37.473479,7.591082,466.125168,,8.80616,8.328743618
48103627,-33.21850573,147.4067435,12.4399,12.8767,13.078,11.811,11.51,6007,4.26689,,DWARF,1.28306,0.0608568,1.11,232,0.162612692,-8.46289,0.734084,14_19,2458683.825,0.83515,1.069,1960,,10.402,6.769359822
48188920,48.09894548,282.4207835,9.5937,9.91996,10.074,9.092,8.877,6592.19,3.93781,,DWARF,2.08204,0.121846,1.37,183,0.94721,4.16423,-0.766255,1,2458325.376,3.308754,5.634728,3177.131836,,7.87598,6.244911909
48476907,-34.68195017,150.1529206,9.5359,9.88783,10.083,8.763,8.751,6455,4.14638,,DWARF,1.60132,0.0804648,1.31,225,0.5174124,-50.8245,19.8573,15_16,2458714.181,2.87177,4.579,8160,,9.823,5.220774603
48476908,-34.68155492,150.1541351,10.245,10.6359,10.013,8.969,8.682,6222,4.21025,,DWARF,1.42397,0.065603,1.2,224,1.85716772,-52.2962,25.2317,4_5_6_7_8_9,2458416.484,15.649897,1.352587,1979.355713,,11.7345,6.758690378
49079670,-23.81928937,101.0718482,9.90377,10.3634,10.552,9.297,8.901,5646,4.40127,,DWARF,1.04432,0.0527638,1.002,358,0.169937715,-31.4046,23.6858,1_2_3_4_5_6_7_8_9_10_11_12_13,2458337.213,56.010914,9.068926,779.153748,,8.9387,7.77094209
49687222,-11.72537486,351.7055039,9.8343,10.2733,10.263,9.225,8.912,6101,,,DWARF,1.01859,,,47,0.011246812,-27.594,-46.0107,14,2458690.161,9.43526,2.655304,4037.600586,,11.0579,5.984691613
49710555,-10.85958616,352.1643918,12.3035,12.7363,12.943,11.697,11.318,5920,4.21841,,DWARF,1.33825,0.0697362,1.08,50,0.013675782,26.8565,-7.91801,1_2_3_4_5_6_7_8_9_10_11_12_13,2458337.093,40.719769,4.404476,352.290863,,9.597,8.632746551
49771092,-28.13467802,96.06623531,14.8067,15.3724,15.655,14.027,13.5,5088,4.4189,,DWARF,0.942522,,0.85,,,-0.677427,-5.07232,9_10_11,2458544.994,14.51436,2.184,480,,9.4845,8.296896907
49899799,-2.175284882,48.85426472,8.28222,8.64986,8.765,7.776,7.473,6356,4.01866,,DWARF,1.82141,0.0819397,1.263,34,0.000422328,29.7571,-6.85895,6,2458468.847,0.567995,1.408867,5208.552734,,13.8097,5.708207336
50120414,62.43331131,39.89113252,8.951,9.15266,9.291,8.529,8.475,9503,,,GIANT,5.95705,,,,,-3.24444,-1.13494,11,2458597.681,1.102445,2.993356,1015.393127,,11.3029,7.483414451
50309953,-77.61023261,30.19732217,9.7906,10.2935,10.402,9.188,8.661,5411,4.49104,,DWARF,0.912171,0.0518744,0.94,76,0.037240833,58.003,-33.2501,14,2458687.318,7.5039,3.002,2260,,Loading...,6.614728902
50312495,-73.12716655,31.17769689,9.8135,10.2353,10.471,9.263,8.874,5572.9,4.31602,-0.78,DWARF,1.1393,0.0660502,0.98,83,0.007131963,83.3421,94.5627,10,2458573.797,12.441782,11.268489,7485.135254,,9.5369,5.314500869
50365310,-12.69595954,112.3577341,9.604,9.61202,9.602,9.443,9.441,10249,4.18681,,DWARF,2.16986,0.0725729,2.64,632,0.048929647,-5.96422,-0.0757519,1_13,2458325.663,5.010153,2.012861,432.472992,,9.5268,8.410102523
50618703,-0.342561857,82.28992398,9.6504,10.4143,10.777,8.592,7.8,4220,4.61404,,DWARF,0.663414,0.0607689,0.66,134,0.009893992,34.2967,-78.1307,13,2458658.774,3.62654,3.298,910,,10.2934,7.602396519
50712784,-11.50098639,126.3378485,10.5579,10.8987,11.079,10.09,9.837,6410,4.14297,,DWARF,1.59468,0.0732286,1.289,201,0.168628573,-5.38829,-0.586946,2,2458355.25,5.433729,1.172585,6530.706543,,13.4102,5.462599577
51024887,62.18970895,42.15414606,14.9885,16.5406,15.869,12.505,11.72,2990,5.13581,,DWARF,0.165066,0.0050239,0.135848,722,1.40516186,112.945,-104.348,2,2458357.86,7.11679,1.979,4640,,12.5633,5.833705049
51234631,58.26808658,110.3881675,10.1653,10.5131,10.814,9.667,9.406,6304,4.11042,-0.03,DWARF,1.6225,0.0905754,1.238,81,0.05175027,-16.9894,5.31035,12,2458627.058,4.584706,5.283058,1806.609497,,9.9444,6.857839278
51912829,-67.49626028,14.29838438,9.5183,9.88447,10.01,8.994,8.689,6251,3.88886,,DWARF,2.07012,0.0942464,1.21,78,0.025270069,22.6706,16.495,17,2458767.42,20.772024,6.543088,1400.875854,,8.5725,7.134000876
52204645,-66.90247008,19.39431617,10.8545,11.4443,11.671,10.018,9.423,4916,4.60483,,DWARF,0.742779,0.0504774,0.81,64,0.016975295,-12.619,-138.402,3,2458387.388,5.4014,1.442,1225.98999,,10.3244,7.278782689
52280468,-33.54030278,99.86679731,12.3123,13.5596,15.002,10.766,9.918,3364,4.73521,,DWARF,0.502513,0.0158356,0.500534,190,0.021651905,45.0688,18.4182,6,2458470.82,2.781764,2.140641,13196.87988,,10.8164,4.698821841
52368076,-66.67582007,23.59472809,10.1985,10.718,11.023,9.466,8.995,5280,4.53596,,DWARF,0.852266,0.0497186,0.91,67,0.000856061,-119.8,-122.953,4_5_6_8_9,2458427.622,139.310745,12.009672,4817.612793,,10.7525,5.792920271
52548453,-30.4920082,100.9257078,10.1887,10.5576,10.727,9.707,9.417,6296,3.85835,,DWARF,2.16178,0.0961607,1.23,274,0.030555962,-1.51323,9.46311,10,2458571.415,8.243393,2.423729,1063.236572,,9.73597,7.433425234
52640302,-32.85838298,101.1150217,12.0506,12.5257,12.704,11.368,10.956,5652,4.35893,,DWARF,1.09539,0.0565955,1,246,2.011708,-19.3886,-1.12318,10,2458572.604,15.655688,2.778095,1484.256958,,9.73597,7.071227266
53189332,-5.07942814,166.4297348,10.99,11.3659,11.21,10.472,10.161,6303,4.22968,,DWARF,1.41549,0.0622965,1.24,34,0.001395798,-24.8177,-13.294,2_5_8_9_10_11_12,2458354.906,2.253089,0.988833,677.379333,,9.41242,7.922920145
53427308,54.59663986,118.8819191,10.379,10.819,10.906,9.791,9.401,5846,4.10713,,DWARF,1.50346,0.0736382,1.055,71,0.0346716,-20.7032,-8.95686,2_5_8_9_10_11_12,2458356.204,3.690638,1.252186,1797.37207,,9.41242,6.863405028
53458803,-29.05862378,102.8475055,11.8656,12.3293,12.525,11.241,10.867,5711,4.26715,,DWARF,1.22959,0.0607839,1.02,341,0.08067179,-16.3821,-7.26419,2_5_8_9_10_11_12,2458355.287,7.450804,0.845834,1667.795288,,9.41242,6.944643144
53593457,-3.925550618,100.3060092,15.0404,16.3875,18.17,13.371,12.571,3284,4.91128,,DWARF,0.313318,0.0169986,0.291869,576,0.291288227,19.57,-65.14,11,2458597.268,1.561734,3.237635,5700.836426,,8.8098,5.61015355
53617134,65.2496593,17.67984158,9.46221,9.73633,9.811,9.095,8.942,7014,4.04614,,DWARF,1.95115,0.074397,1.544,494,0.440446377,24.9708,-2.55486,22,2458900.911,2.1075,1.909348,4256.174301,,11.6735,5.927451487
53709089,61.09210831,17.73673708,9.1196,9.35178,9.449,8.775,8.701,9387,,,DWARF,2.34524,,,903,0.028220503,-3,-0.3,23,2458930.718,4.151395,2.393291,9086.395965,,12.9233,5.104020854
