TIC,latitude,longitude
371673488,59.85096046,343.2331796
353038705,31.36467779,333.1319386
131081852,-31.99215025,189.7622663
233541860,62.68539965,281.1981946
281731203,0.493357138,163.0324138
158978373,-40.73982816,218.6582076
320079492,-65.17641571,174.846394
288348498,41.50618363,19.70045204
469212332,-58.3760738,148.3905489
230982885,-55.77209076,24.60440283
387260717,70.95417544,309.3486846
219338557,-58.95463683,354.3957325
145879095,-51.32823377,132.8739702
153976959,67.62165374,203.5369351
136274063,-53.8195796,230.4988465
274942910,41.79699996,322.9255754
8767448,33.88241661,140.1029766
279212407,65.89582156,25.6901823
67926921,44.83234269,127.9457109
326114850,52.70193652,331.5696245
232982558,67.87772921,241.7639438
308050066,-17.22439161,155.4360214
81831095,61.76239114,47.80666499
224297258,56.20114847,185.0638834
42054565,-36.41365899,24.16868686
427352241,-4.41491309,83.62304392
176899385,42.46597319,354.7742089
287329267,-59.3020746,109.7835825
328167090,55.6862953,331.6634802
378613125,-63.65463945,155.5907521
463402815,-58.76641979,153.8111427
179319057,-40.52387727,211.5934802
341544930,65.30626409,201.6148769
79748331,-47.56159609,296.003957
358631536,48.46428758,317.5754356
382331352,-63.04596392,215.8052941
394561119,-82.21888181,155.6075749
206466531,-52.98515238,56.81519952
122485078,36.27508847,76.85126646
309787037,-60.90747117,126.419482
238059180,-53.54549282,104.138381
330468175,47.78599047,315.1661844
149601557,-60.49853276,87.28250849
299945285,-71.44675185,106.6648586
374400599,64.35639479,34.69793518
233735068,61.04946493,277.476887
361034196,-68.58884317,242.0162448
417705690,76.93427624,348.6074566
365781372,7.918557394,81.92359009
93963408,-9.084258683,115.0463649
126733133,-51.86711017,136.9551735
424865156,47.96950451,292.2473076
377293776,59.08593272,286.8534767
451606970,-84.44823914,285.0487005
147977348,-36.64615118,99.73461429
309792357,-59.89568431,80.10548119
300871545,-70.5336039,117.6575903
468828873,66.85785449,91.87226195
35582553,-13.52728802,102.2226974
175176327,-36.49675974,115.8253504
384045439,53.29372447,327.2746834
268403451,85.23321545,277.4788709
377144784,68.25105686,342.4431258
367630162,83.08840874,151.6153959
22529346,-39.09738071,107.6002525
349095149,-65.50902689,107.9210205
431585347,50.35498625,357.6740882
161477033,-45.54069524,73.26097476
259353953,-15.49943347,113.9608835
30122649,-44.28852333,133.7482777
177077336,-70.64230371,103.2440666
252616865,52.56264795,345.9946574
389525208,-38.59487625,313.2614814
319312479,-13.76689251,61.77946065
384513078,-79.13514658,253.1097934
135083444,19.84000518,184.3670603
193641523,-57.58821048,222.165885
219253008,-53.85110877,65.91568429
317951248,5.562880209,110.8114337
229510866,64.35434978,297.215873
339733013,-58.69676587,110.8520692
108835813,-26.08067251,112.6167181
141482386,-72.42266029,86.82069787
240450679,46.93178871,323.527352
195199644,37.7893577,313.5364662
19519368,-6.785848637,124.6958825
431899140,45.50719075,56.22254722
167342439,-67.53722555,98.72975778
367858035,75.68512336,354.7430201
449050247,5.298861681,67.55115349
365690646,6.912348108,81.54326368
1100766816,19.59727307,238.5013233
88684250,-5.770071247,121.9135705
174143743,-36.38712975,113.8832933
139375960,41.01343581,38.36144512
348135793,56.42151394,34.37694424
128463355,-29.71402972,118.0595703
87090944,58.96859643,58.48597025
207277638,10.23866935,110.5065626
405904232,52.16412933,301.5625793
375225453,-73.17338975,133.8270091
158002130,82.19404358,214.5530983
361413119,-61.58325473,144.1503593
345143460,57.48539004,355.2465623
7561203,-11.15129862,114.3461802
370133522,-56.45698797,306.9253392
119700084,37.62773879,333.2529679
294981566,-67.36878336,72.33256182
116242971,36.57022326,267.6404913
468472950,40.88785091,321.2832384
173640199,-39.33955667,112.5706724
312122956,30.4460596,88.47596117
31268146,-70.92013136,88.07146961
333473672,39.63941313,354.2412066
148914726,67.23998302,187.0559697
68152139,40.01676158,44.40199474
148679712,46.48058869,172.1711506
78672342,-18.95444204,103.0028084
81429971,-42.93500643,123.1782092
359496368,55.39196508,279.0996348
123702439,-43.55384306,115.6388475
82707763,-51.86606647,169.9589529
198390247,57.19777796,258.2238348
260004324,-55.31301055,91.08482841
254113311,-41.43752286,286.3759317
264979636,8.866962761,115.7168289
240613164,45.81256774,326.3052424
362249359,-62.47622888,145.646937
142394656,62.30544585,198.3892036
279177746,46.50207134,313.8851595
369327947,-82.55449139,290.2265708
167092385,38.094239,318.724637
258514800,70.94379445,305.4743133
387259626,66.44029436,308.6699249
373785851,63.08144078,27.77852492
258829450,66.76816178,287.6664989
457939414,-59.74851518,158.6707688
16920150,26.74617467,19.36150488
382980571,-63.08661199,183.7049862
169177766,41.32683992,297.3000296
190271688,-54.76113885,221.3436217
422655579,0.758855238,29.26335024
277507814,59.57660324,310.9535824
51234631,58.26808658,110.3881675
259592689,-53.83058871,72.97694437
441732151,72.13550641,257.8767224
